X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
-5.8193100,43.0994400,1,90,0,0
-5.8047200,43.3922200,1,120,0,0
-5.8013900,43.4166700,1,120,0,0
-5.7988100,41.6955300,1,100,0,0
-5.7980300,41.6338600,1,90,0,0
-5.7929200,36.4700000,1,100,0,0
-5.7903300,43.4778300,1,120,0,0
-5.7896100,43.4854200,1,120,0,0
-5.7787800,37.4471900,1,120,0,0
-5.7746700,37.6288900,1,70,0,0
-5.7680600,39.0297200,1,80,0,0
-5.7520000,36.8128300,1,80,0,0
-5.7502800,43.3903600,1,70,0,0
-5.7299200,43.5152800,1,120,0,0
-5.7283300,43.3755600,1,80,0,0
-5.7195000,43.5182200,1,120,0,0
-5.7162200,43.3471700,1,80,0,0
-5.7136900,43.3287500,1,80,0,0
-5.7106700,43.3382200,1,120,0,0
-5.7086700,36.1070800,1,80,0,0
-5.7086400,40.9496700,1,100,0,0
-5.7073600,43.3404700,1,60,0,0
-5.7063900,43.3394400,1,80,0,0
-5.6994400,43.3444400,1,120,0,0
-5.6972200,42.0736100,1,120,0,0
-5.6907500,43.5372800,1,50,0,0
-5.6860800,43.5291100,1,80,0,0
-5.6846900,43.5373900,1,50,0,0
-5.6823600,43.5227800,1,50,0,0
-5.6802800,43.2973600,1,80,0,0
-5.6792200,43.5391100,1,50,0,0
-5.6789700,40.9679200,1,50,0,0
-5.6748100,43.5178100,1,50,0,0
-5.6746400,40.9731700,1,50,0,0
-5.6736400,42.5813300,1,120,0,0
-5.6700800,40.9521100,1,50,0,0
-5.6634400,37.2739200,1,120,0,0
-5.6608300,40.9418600,1,80,0,0
-5.6605600,42.0055600,1,120,0,0
-5.6575300,43.5041900,1,60,0,0
-5.6574200,42.5739700,1,90,0,0
-5.6559200,43.5244200,1,50,0,0
-5.6497500,42.5769400,1,90,0,0
-5.6448300,40.9653300,1,50,0,0
-5.6344400,43.5308600,1,50,0,0
-5.6328900,39.8886700,1,120,0,0
-5.6292800,40.7563900,1,100,0,0
-5.6227500,42.5881400,1,80,0,0
-5.6216700,42.5481900,1,120,0,0
-5.6212200,42.5480800,1,120,0,0
-5.6211100,40.6830600,1,100,0,0
-5.6147200,41.0018100,1,120,0,0
-5.6119400,41.0030300,1,120,0,0
-5.5972500,42.5983900,1,50,0,0
-5.5941400,36.0237800,1,80,0,0
-5.5921700,42.6065300,1,50,0,0
-5.5910800,43.5038100,1,100,0,0
-5.5867500,42.6112200,1,50,0,0
-5.5858300,42.4333300,1,120,0,0
-5.5851700,42.5946100,1,50,0,0
-5.5844400,42.5876100,1,50,0,0
-5.5769200,43.5103900,1,100,0,0
-5.5710300,36.2267200,1,100,0,0
-5.5708300,39.8721700,1,120,0,0
-5.5703100,42.6124400,1,50,0,0
-5.5699700,42.5936700,1,50,0,0
-5.5611100,39.9170300,1,90,0,0
-5.5543600,43.4159200,1,90,0,0
-5.5388600,43.4325000,1,90,0,0
-5.5331400,43.4950600,1,100,0,0
-5.5245600,39.8870300,1,120,0,0
-5.5242800,37.4841900,1,120,0,0
-5.5133900,39.8899400,1,120,0,0
-5.5104200,43.4629400,1,100,0,0
-5.5076400,41.9129200,1,120,0,0
-5.5071700,37.2301100,1,90,0,0
-5.4633900,40.9320800,1,80,0,0
-5.4556900,36.1563300,1,50,0,0
-5.4506700,36.1560600,1,40,0,0
-5.4436100,43.4870800,1,90,0,0
-5.4411700,37.2709700,1,120,0,0
-5.4306100,43.4878900,1,90,0,0
-5.4165600,41.1644200,1,120,0,0
-5.4036900,37.5095800,1,120,0,0
-5.3843300,36.2049200,1,80,0,0
-5.3827200,36.1989400,1,80,0,0
-5.3810300,36.2097200,1,100,0,0
-5.3684400,43.4963600,1,0,0,0
-5.3526400,50.2089400,1,60,0,0
-5.3418900,50.2117200,1,60,0,0
-5.2610300,50.2284400,1,30,0,0
-5.2459700,38.2971900,1,90,0,0
-5.2272800,50.1305600,1,60,0,0
-5.1595800,50.1641400,1,30,0,0
-5.1275600,36.7025000,1,60,0,0
-5.1221700,40.8788600,1,100,0,0
-5.1190800,36.6755800,1,60,0,0
-5.1006100,36.4410300,1,80,0,0
-5.0985600,50.2644400,1,40,0,0
-5.0976900,37.8063600,1,60,0,0
-5.0929200,37.2293100,1,100,0,0
-5.0908600,36.8261700,1,100,0,0
-5.0822200,39.9197200,1,120,0,0
-5.0649400,37.2358600,1,130,0,0
-5.0644700,50.2587800,1,40,0,0
-5.0497200,36.8742500,1,50,0,0
-5.0413600,50.2669700,1,30,0,0
-5.0385300,37.0050800,1,60,0,0
-5.0327200,38.1841900,1,100,0,0
-5.0220600,41.4972500,1,120,0,0
-4.9965000,36.4775800,1,90,0,0
-4.9776400,38.2580000,1,90,0,0
-4.9639400,41.4108600,1,120,0,0
-4.9617500,41.3737800,1,130,0,0
-4.9471100,36.5016400,1,120,0,0
-4.9370800,36.5000300,1,70,0,0
-4.9080600,37.2901700,1,100,0,0
-4.9038900,39.9609400,1,70,0,0
-4.8626400,36.5606900,1,60,0,0
-4.8526100,37.5805000,1,90,0,0
-4.8398300,37.8780600,1,70,0,0
-4.8242500,37.7609200,1,80,0,0
-4.8216400,37.7760600,1,80,0,0
-4.8215000,37.7706400,1,80,0,0
-4.8162200,41.6008600,1,120,0,0
-4.8084700,41.6058300,1,120,0,0
-4.8083300,55.9393600,1,30,0,0
-4.7969700,37.8152500,1,80,0,0
-4.7910000,41.6200000,1,50,0,0
-4.7873600,41.6167800,1,50,0,0
-4.7836100,41.6190000,1,50,0,0
-4.7820600,41.6229700,1,50,0,0
-4.7769700,41.6214700,1,50,0,0
-4.7711400,41.6232200,1,50,0,0
-4.7535300,41.6163600,1,40,0,0
-4.7505600,41.6384200,1,50,0,0
-4.7503900,41.6461900,1,50,0,0
-4.7482500,41.6187500,1,50,0,0
-4.7463900,41.6379700,1,50,0,0
-4.7451400,41.6220000,1,50,0,0
-4.7427800,40.6408300,1,100,0,0
-4.7406900,36.7744400,1,100,0,0
-4.7383900,41.6388900,1,50,0,0
-4.7325600,41.6428100,1,50,0,0
-4.7316400,41.6576400,1,50,0,0
-4.7279700,41.6681400,1,50,0,0
-4.7278300,41.6681400,1,50,0,0
-4.7269400,41.6278900,1,50,0,0
-4.7263600,37.8933300,1,0,0,0
-4.7261700,41.6155000,1,50,0,0
-4.7256700,41.6590000,1,50,0,0
-4.7225600,41.5943100,1,100,0,0
-4.7151900,55.6530600,1,30,0,0
-4.7111900,41.6658600,1,50,0,0
-4.7023300,41.6369400,1,80,0,0
-4.6976900,41.7167200,1,120,0,0
-4.6885800,55.6496700,1,30,0,0
-4.6784400,41.4799400,1,80,0,0
-4.6721100,55.6231900,1,30,0,0
-4.6554400,55.9224400,1,30,0,0
-4.6403100,40.9823900,1,130,0,0
-4.6394400,55.7468900,1,30,0,0
-4.6391700,42.3498600,1,120,0,0
-4.6351100,55.3994200,1,60,0,0
-4.6306100,40.3017500,1,50,0,0
-4.6005600,40.9490300,1,120,0,0
-4.5986900,55.4711400,1,30,0,0
-4.5945600,40.9806100,1,100,0,0
-4.5856700,40.9425000,1,120,0,0
-4.5850000,55.5208300,1,70,0,0
-4.5780600,36.7336100,1,50,0,0
-4.5612800,36.6947800,1,60,0,0
-4.5597200,42.0594400,1,100,0,0
-4.5564400,41.8520800,1,120,0,0
-4.5561900,37.0728100,1,110,0,0
-4.5450000,37.4336700,1,120,0,0
-4.5330300,41.3503300,1,100,0,0
-4.5315000,41.9814400,1,90,0,0
-4.5233100,42.0157800,1,50,0,0
-4.5220000,41.9961400,1,50,0,0
-4.5219400,41.5935600,1,80,0,0
-4.5205600,37.6822200,1,60,0,0
-4.5177200,42.0013100,1,50,0,0
-4.5125300,42.0011900,1,50,0,0
-4.5031100,41.9923600,1,120,0,0
-4.4959400,37.0401900,1,100,0,0
-4.4882200,40.4085800,1,90,0,0
-4.4542500,36.7291900,1,80,0,0
-4.4509400,36.7144400,1,50,0,0
-4.4465000,50.6090800,1,70,0,0
-4.4455600,55.8233100,1,30,0,0
-4.4448300,36.8277200,1,100,0,0
-4.4431400,36.7303300,1,50,0,0
-4.4420800,36.6914700,1,50,0,0
-4.4398600,36.7165800,1,50,0,0
-4.4393900,36.9383100,1,100,0,0
-4.4288900,55.8185800,1,30,0,0
-4.4269400,37.4568600,1,60,0,0
-4.4235800,41.9881400,1,120,0,0
-4.4220000,55.8218600,1,30,0,0
-4.4154200,40.5866900,1,90,0,0
-4.4138300,50.4242200,1,70,0,0
-4.4023300,55.8673300,1,30,0,0
-4.4017200,48.3911100,1,90,0,0
-4.3940800,37.1122500,1,110,0,0
-4.3911900,55.8003900,1,30,0,0
-4.3775000,48.4526400,1,110,0,0
-4.3680800,36.7306700,1,80,0,0
-4.3642200,55.8431900,1,30,0,0
-4.3626400,55.8495000,1,30,0,0
-4.3572800,55.9006100,1,20,0,0
-4.3496100,55.8200000,1,30,0,0
-4.3424200,55.8666900,1,30,0,0
-4.3418100,55.6053300,1,30,0,0
-4.3416400,55.8508100,1,30,0,0
-4.3406900,55.8280800,1,30,0,0
-4.3390300,55.8894700,1,30,0,0
-4.3354700,55.8358900,1,30,0,0
-4.3351700,55.7789200,1,30,0,0
-4.3340600,55.8935600,1,30,0,0
-4.3305800,55.8709200,1,30,0,0
-4.3298300,55.9154400,1,30,0,0
-4.3278100,55.8227200,1,40,0,0
-4.3277500,55.8548900,1,30,0,0
-4.3241700,51.8487200,1,30,0,0
-4.3212200,55.8417800,1,30,0,0
-4.3190600,55.8051100,1,30,0,0
-4.3182500,51.8589700,1,30,0,0
-4.3145300,55.7987800,1,30,0,0
-4.3056900,55.8144400,1,30,0,0
-4.3036900,48.5072200,1,90,0,0
-4.3000600,55.8247800,1,30,0,0
-4.2994200,55.9482500,1,30,0,0
-4.2962200,40.7440300,1,120,0,0
-4.2961700,55.7991700,1,30,0,0
-4.2923900,50.4222800,1,40,0,0
-4.2923300,55.8345300,1,30,0,0
-4.2861400,50.4246700,1,50,0,0
-4.2847800,51.6905600,1,30,0,0
-4.2814200,40.7468100,1,100,0,0
-4.2769400,50.4243900,1,50,0,0
-4.2760800,48.3763600,1,90,0,0
-4.2617500,40.5581900,1,70,0,0
-4.2579700,55.8879700,1,30,0,0
-4.2577500,55.7795000,1,30,0,0
-4.2549200,36.7250000,1,80,0,0
-4.2480300,48.4022800,1,90,0,0
-4.2455300,40.8576700,1,100,0,0
-4.2454400,55.8441900,1,20,0,0
-4.2452200,51.6900000,1,30,0,0
-4.2449200,55.8115300,1,30,0,0
-4.2423900,51.6895300,1,30,0,0
-4.2392800,55.8474700,1,30,0,0
-4.2363900,51.7161100,1,30,0,0
-4.2351400,40.7389200,1,120,0,0
-4.2335600,38.9975000,1,90,0,0
-4.2328900,55.8919200,1,30,0,0
-4.2327200,55.8288300,1,30,0,0
-4.2270300,55.8586700,1,30,0,0
-4.2258100,51.7652800,1,30,0,0
-4.2239700,40.1253900,1,120,0,0
-4.2203300,39.8769400,1,100,0,0
-4.2185600,55.8545000,1,30,0,0
-4.2179700,51.0403300,1,30,0,0
-4.2177500,42.0708600,1,120,0,0
-4.2136400,51.0274400,1,30,0,0
-4.2113300,51.6881900,1,30,0,0
-4.2061100,55.8900800,1,30,0,0
-4.2040000,55.8283100,1,30,0,0
-4.2005800,37.1580800,1,100,0,0
-4.1981400,40.7155300,1,50,0,0
-4.1913900,55.8435800,1,30,0,0
-4.1912800,40.7177800,1,50,0,0
-4.1886400,55.8626700,1,30,0,0
-4.1875800,55.8714200,1,30,0,0
-4.1785600,40.7111900,1,50,0,0
-4.1777500,55.8617500,1,30,0,0
-4.1768100,50.3975000,1,30,0,0
-4.1729400,50.3917200,1,30,0,0
-4.1716400,50.3915000,1,30,0,0
-4.1673900,37.8698600,1,80,0,0
-4.1616700,50.4183600,1,30,0,0
-4.1600300,55.8467800,1,30,0,0
-4.1552200,50.4027500,1,30,0,0
-4.1517500,51.6945800,1,30,0,0
-4.1514400,42.7421400,1,90,0,0
-4.1512800,50.3800000,1,30,0,0
-4.1503300,50.3793900,1,30,0,0
-4.1501100,50.3919400,1,30,0,0
-4.1478900,50.3727800,1,30,0,0
-4.1473300,50.3937800,1,30,0,0
-4.1452200,50.3738600,1,30,0,0
-4.1445600,50.3739400,1,30,0,0
-4.1434400,36.8503600,1,60,0,0
-4.1434200,50.3701900,1,30,0,0
-4.1420800,47.9711700,1,110,0,0
-4.1420000,51.7064700,1,30,0,0
-4.1413300,50.3703300,1,30,0,0
-4.1403900,50.3977500,1,30,0,0
-4.1397800,50.4210800,1,30,0,0
-4.1357500,55.8576700,1,30,0,0
-4.1336100,50.3959400,1,30,0,0
-4.1285800,37.1605800,1,100,0,0
-4.1285300,50.4118900,1,40,0,0
-4.1283900,50.3705300,1,30,0,0
-4.1233300,51.6849200,1,30,0,0
-4.1210300,50.4056100,1,30,0,0
-4.1194400,51.6846700,1,30,0,0
-4.1141700,55.8980800,1,30,0,0
-4.1113100,37.1621100,1,100,0,0
-4.1096400,50.3936900,1,30,0,0
-4.1095000,50.4362200,1,40,0,0
-4.1083300,50.3765300,1,40,0,0
-4.1073900,38.7016100,1,40,0,0
-4.1050000,51.0938900,1,40,0,0
-4.1043100,51.0727800,1,30,0,0
-4.1031700,51.0933900,1,40,0,0
-4.1018900,50.3825800,1,40,0,0
-4.1015000,50.5075800,1,30,0,0
-4.1004700,50.4126400,1,30,0,0
-4.0947800,51.7911100,1,30,0,0
-4.0927200,51.6893300,1,30,0,0
-4.0909200,40.6738300,1,50,0,0
-4.0900000,51.6903900,1,30,0,0
-4.0890800,40.6722800,1,50,0,0
-4.0890000,50.3884700,1,40,0,0
-4.0871400,50.3655000,1,40,0,0
-4.0836100,55.9079400,1,30,0,0
-4.0833900,55.9079200,1,30,0,0
-4.0814400,55.7758100,1,30,0,0
-4.0756400,48.0392200,1,110,0,0
-4.0744400,50.3881700,1,30,0,0
-4.0740600,51.8050000,1,30,0,0
-4.0740000,55.8573600,1,30,0,0
-4.0683900,50.3785300,1,40,0,0
-4.0683900,51.7051100,1,40,0,0
-4.0656700,50.3897500,1,30,0,0
-4.0502800,51.7150800,1,30,0,0
-4.0500000,39.0453600,1,90,0,0
-4.0491700,55.8232500,1,30,0,0
-4.0475800,50.3524700,1,40,0,0
-4.0470000,50.3871100,1,30,0,0
-4.0468300,40.2577500,1,120,0,0
-4.0458100,50.3912800,1,30,0,0
-4.0441400,50.3904200,1,30,0,0
-4.0437800,48.5183900,1,110,0,0
-4.0395000,51.6733600,1,30,0,0
-4.0363900,43.3783300,1,100,0,0
-4.0343300,51.6435000,1,30,0,0
-4.0318100,39.8845800,1,90,0,0
-4.0220300,55.8465600,1,30,0,0
-4.0134700,51.0686700,1,60,0,0
-4.0126700,51.6908600,1,30,0,0
-4.0121100,51.6863900,1,30,0,0
-4.0115300,51.6390000,1,30,0,0
-4.0114200,51.6955600,1,30,0,0
-4.0092800,55.8550300,1,30,0,0
-4.0089700,40.2733300,1,70,0,0
-3.9970000,47.9047800,1,90,0,0
-3.9913900,48.2197200,1,110,0,0
-3.9911100,50.7405000,1,30,0,0
-3.9879200,47.9688100,1,110,0,0
-3.9878100,37.9629200,1,60,0,0
-3.9874700,51.6216900,1,30,0,0
-3.9860300,40.5944700,1,40,0,0
-3.9834700,51.6463900,1,30,0,0
-3.9798100,51.6218900,1,30,0,0
-3.9780600,51.6321400,1,30,0,0
-3.9765000,51.7953300,1,30,0,0
-3.9758600,51.6401100,1,30,0,0
-3.9747500,51.6252800,1,30,0,0
-3.9742500,51.6432800,1,30,0,0
-3.9738300,43.4122200,1,100,0,0
-3.9731900,51.6450800,1,30,0,0
-3.9730800,51.6387500,1,30,0,0
-3.9703900,37.7675000,1,60,0,0
-3.9692500,51.6316700,1,30,0,0
-3.9685300,51.6444400,1,30,0,0
-3.9685300,51.6445300,1,30,0,0
-3.9682500,51.6395300,1,30,0,0
-3.9682500,51.7963100,1,30,0,0
-3.9678300,39.8641700,1,70,0,0
-3.9668600,51.6374700,1,30,0,0
-3.9652500,55.7744700,1,30,0,0
-3.9645300,51.6275300,1,30,0,0
-3.9645000,39.9865600,1,120,0,0
-3.9644200,39.9863900,1,120,0,0
-3.9640300,51.6357200,1,40,0,0
-3.9630600,40.5562200,1,90,0,0
-3.9630600,51.6316700,1,30,0,0
-3.9627800,51.6250000,1,30,0,0
-3.9609400,51.6350300,1,40,0,0
-3.9600300,51.6265300,1,30,0,0
-3.9598300,47.9697800,1,90,0,0
-3.9571700,51.6397200,1,30,0,0
-3.9516100,51.6307800,1,30,0,0
-3.9489400,51.6334700,1,30,0,0
-3.9486900,51.6524200,1,30,0,0
-3.9483100,51.6494400,1,30,0,0
-3.9448600,40.4146900,1,90,0,0
-3.9442800,51.6305600,1,30,0,0
-3.9333300,43.4266400,1,120,0,0
