X;Y;TYPE;SPEED;DIRTYPE;DIRECTION
1.251.612;5.064.028;1;50;0;0
893.999;4.989.427;1;50;0;0
874.555;5.008.417;1;60;0;0
914.250;4.897.111;1;50;0;0
885.985;4.860.483;1;50;0;0
968.251;4.855.417;1;50;0;0
865.936;4.993.166;1;50;0;0
1.053.445;5.242.194;1;70;0;0
1.002.515;5.353.067;1;70;0;0
897.622;5.291.450;1;70;0;0
986.463;5.152.182;1;50;0;0
603.972;5.083.639;1;50;0;0
1.337.352;5.121.379;1;50;0;0
774.070;5.105.945;1;50;0;0
790.512;5.192.649;1;100;0;0
840.626;4.992.912;1;50;0;0
1.090.562;5.254.644;1;40;0;0
999.456;4.838.696;1;50;0;0
840.470;4.896.806;1;60;0;0
715.154;5.096.899;1;50;0;0
884.306;4.872.889;1;50;0;0
624.162;5.185.954;1;70;0;0
824.111;5.006.656;1;50;0;0
785.651;5.304.311;1;80;0;0
724.418;5.064.639;1;60;0;0
964.200;5.127.538;1;80;0;0
706.697;5.232.222;1;70;0;0
901.694;5.171.972;1;70;0;0
789.830;5.177.838;1;50;0;0
865.667;5.217.680;1;50;0;0
1.238.230;5.134.069;1;50;0;0
1.259.570;5.239.552;1;60;0;0
731.501;5.156.419;1;50;0;0
842.030;4.998.782;1;50;0;0
1.346.730;5.237.208;1;30;0;0
838.002;4.999.375;1;50;0;0
878.806;5.003.222;1;50;0;0
746.695;5.166.222;1;30;0;0
1.264.477;5.265.556;1;80;0;0
1.047.306;5.268.750;1;70;0;0
1.440.667;5.138.444;1;50;0;0
651.454;5.098.382;1;50;0;0
1.187.654;5.075.018;1;30;0;0
758.889;5.283.768;1;70;0;0
929.601;4.962.259;1;50;0;0
938.945;5.233.872;1;50;0;0
862.382;4.836.111;1;50;0;0
1.271.906;5.057.268;1;70;0;0
690.306;5.102.306;1;30;0;0
849.973;4.890.583;1;50;0;0
970.389;4.864.806;1;50;0;0
906.253;4.901.078;1;30;0;0
881.249;5.221.140;1;50;0;0
748.266;5.191.921;1;70;0;0
861.036;4.968.119;1;50;0;0
976.832;5.067.925;1;50;0;0
873.667;4.874.028;1;50;0;0
928.332;4.867.500;1;50;0;0
920.418;4.852.750;1;50;0;0
966.434;5.127.067;1;80;0;0
999.906;4.834.098;1;50;0;0
989.110;4.855.250;1;50;0;0
1.416.944;5.114.345;1;50;0;0
850.892;4.886.490;1;50;0;0
695.991;5.094.066;1;50;0;0
853.549;5.009.498;1;30;0;0
796.655;5.117.662;1;50;0;0
859.982;5.140.413;1;70;0;0
705.759;5.074.796;1;50;0;0
903.417;5.017.611;1;30;0;0
782.311;5.124.360;1;30;0;0
997.798;4.839.581;1;60;0;0
885.241;4.823.798;1;50;0;0
847.297;4.971.520;1;30;0;0
1.441.445;5.174.361;1;0;0;0
874.276;4.964.769;1;50;0;0
1.290.564;5.308.977;1;50;0;0
911.400;4.870.391;1;50;0;0
928.615;4.776.533;1;50;0;0
961.307;4.863.361;1;50;0;0
782.260;5.124.402;1;30;0;0
857.502;4.964.939;1;50;0;0
727.861;5.131.444;1;50;0;0
748.747;5.347.817;1;50;0;0
855.894;4.965.008;1;40;0;0
801.252;5.086.144;1;50;0;0
927.028;5.233.500;1;70;0;0
806.726;5.013.569;1;40;0;0
918.699;4.878.202;1;50;0;0
922.501;4.859.306;1;50;0;0
857.943;5.213.558;1;70;0;0
869.751;4.819.611;1;50;0;0
1.031.058;5.245.100;1;50;0;0
875.266;5.025.367;1;50;0;0
922.001;4.849.278;1;30;0;0
857.197;5.158.735;1;100;0;0
909.639;4.896.278;1;50;0;0
839.694;4.987.806;1;50;0;0
1.278.623;5.353.353;1;70;0;0
867.661;4.854.212;1;50;0;0
792.334;4.851.250;1;50;0;0
777.508;5.102.967;1;50;0;0
1.419.330;5.212.107;1;80;0;0
1.233.084;5.262.083;1;60;0;0
1.341.140;5.252.340;1;50;0;0
713.264;5.098.826;1;50;0;0
916.749;4.868.220;1;50;0;0
945.939;5.243.430;1;50;0;0
1.027.113;5.341.801;1;50;0;0
1.225.222;5.183.639;1;30;0;0
714.333;5.124.722;1;50;0;0
662.244;5.095.314;1;50;0;0
835.361;4.899.806;1;50;0;0
885.138;4.973.422;1;60;0;0
1.069.081;5.064.708;1;0;0;0
850.529;4.892.000;1;50;0;0
1.381.599;5.100.869;1;50;0;0
818.167;5.158.250;1;70;0;0
873.351;5.215.890;1;70;0;0
623.668;5.079.889;1;50;0;0
1.335.621;5.109.336;1;50;0;0
1.431.946;5.172.222;1;50;0;0
712.119;5.098.874;1;50;0;0
1.048.373;5.260.800;1;70;0;0
844.945;4.803.028;1;50;0;0
918.582;4.854.145;1;50;0;0
855.575;5.239.255;1;70;0;0
878.834;4.997.444;1;50;0;0
962.821;4.868.925;1;50;0;0
1.253.177;5.242.281;1;50;0;0
921.640;4.849.500;1;30;0;0
752.126;5.156.307;1;50;0;0
885.250;5.004.639;1;50;0;0
1.341.479;5.124.224;1;30;0;0
716.856;5.266.440;1;70;0;0
923.250;4.867.086;1;50;0;0
949.465;5.125.975;1;80;0;0
1.048.574;5.159.052;1;50;0;0
825.691;5.007.229;1;50;0;0
916.892;4.882.802;1;80;0;0
797.317;5.100.133;1;50;0;0
916.210;4.846.975;1;70;0;0
825.380;5.006.039;1;50;0;0
1.269.232;5.332.521;1;50;0;0
721.834;5.127.833;1;0;0;0
791.862;4.848.722;1;30;0;0
847.640;4.807.778;1;50;0;0
870.528;5.214.694;1;70;0;0
668.297;5.171.616;1;70;0;0
883.981;4.858.048;1;50;0;0
708.444;5.152.083;1;50;0;0
875.662;4.961.635;1;50;0;0
966.177;5.057.042;1;50;0;0
1.331.576;5.246.450;1;30;0;0
1.429.504;5.139.839;1;50;0;0
1.009.818;4.884.782;1;50;0;0
1.307.936;5.238.048;1;50;0;0
705.990;5.143.829;1;50;0;0
886.917;5.014.694;1;50;0;0
1.380.816;5.105.255;1;0;0;0
875.455;4.820.846;1;50;0;0
1.434.246;5.153.836;1;50;0;0
717.661;5.192.833;1;70;0;0
866.575;4.998.733;1;50;0;0
1.373.168;5.107.972;1;50;0;0
850.462;5.017.096;1;40;0;0
618.398;5.069.450;1;70;0;0
618.820;5.089.926;1;30;0;0
859.712;5.357.470;1;50;0;0
1.143.786;5.359.821;1;50;0;0
1.167.376;4.813.732;1;1;0;0
712.906;5.160.841;1;50;0;0
719.494;5.069.777;1;30;0;0
875.438;4.970.760;1;50;0;0
867.194;4.939.694;1;50;0;0
700.415;5.094.733;1;80;0;0
872.222;5.024.167;1;50;0;0
874.206;5.023.090;1;50;0;0
694.059;5.097.388;1;50;0;0
1.379.918;5.106.583;1;50;0;0
1.147.366;4.821.000;1;100;0;0
634.779;5.068.306;1;50;0;0
776.820;4.944.522;1;50;0;0
697.959;5.096.680;1;50;0;0
906.234;5.223.898;1;70;0;0
1.155.917;5.369.806;1;50;0;0
969.492;4.853.071;1;0;0;0
1.348.702;5.251.252;1;50;0;0
997.777;4.838.694;1;50;0;0
925.842;5.122.876;1;30;0;0
1.300.862;5.201.000;1;50;0;0
918.673;4.878.130;1;50;0;0
967.758;5.236.916;1;50;0;0
710.668;5.151.611;1;50;0;0
609.972;5.075.917;1;30;0;0
922.371;4.888.726;1;70;0;0
800.549;5.258.177;1;70;0;0
623.455;5.062.632;1;50;0;0
982.989;5.370.299;1;50;0;0
1.402.390;5.118.139;1;50;0;0
673.262;5.039.024;1;50;0;0
1.035.605;5.204.540;1;60;0;0
752.057;5.156.250;1;50;0;0
847.544;5.017.772;1;50;0;0
816.296;5.030.616;1;50;0;0
800.230;4.999.340;1;60;0;0
794.973;5.082.885;1;50;0;0
1.450.083;5.136.556;1;50;0;0
947.639;4.854.583;1;50;0;0
899.128;5.002.152;1;30;0;0
855.153;4.908.340;1;50;0;0
750.638;5.221.498;1;70;0;0
973.054;5.062.416;1;80;0;0
998.555;5.364.946;1;50;0;0
901.305;5.042.556;1;50;0;0
946.389;4.871.472;1;50;0;0
918.567;4.853.275;1;50;0;0
1.124.778;5.366.444;1;70;0;0
1.007.034;4.882.781;1;70;0;0
850.310;4.886.286;1;50;0;0
786.833;5.146.944;1;50;0;0
920.872;4.893.962;1;50;0;0
1.038.076;5.237.797;1;70;0;0
1.433.694;5.173.528;1;50;0;0
869.972;4.819.722;1;50;0;0
803.695;5.202.583;1;100;0;0
607.393;5.077.782;1;50;0;0
861.876;5.245.673;1;70;0;0
828.217;5.001.284;1;50;0;0
960.217;5.196.234;1;100;0;0
646.862;5.083.028;1;70;0;0
877.484;5.220.655;1;80;0;0
1.375.930;5.111.742;1;50;0;0
1.036.581;5.120.864;1;100;0;0
761.842;5.199.307;1;30;0;0
1.460.194;5.215.056;1;50;0;0
626.583;5.074.083;1;50;0;0
877.884;5.054.177;1;60;0;0
940.808;4.797.472;1;50;0;0
1.002.501;4.902.083;1;50;0;0
882.638;5.021.136;1;50;0;0
847.445;4.803.226;1;50;0;0
706.055;5.109.190;1;50;0;0
743.315;5.103.369;1;60;0;0
917.549;4.776.130;1;50;0;0
687.389;5.087.139;1;30;0;0
884.111;4.927.482;1;50;0;0
732.619;5.082.296;1;50;0;0
880.700;4.798.834;1;50;0;0
711.390;5.071.083;1;50;0;0
741.167;5.135.306;1;30;0;0
888.945;4.987.528;1;30;0;0
722.390;5.213.713;1;70;0;0
686.444;5.149.917;1;60;0;0
644.361;5.118.250;1;50;0;0
1.060.956;5.249.785;1;70;0;0
996.107;5.176.296;1;50;0;0
999.619;5.360.205;1;50;0;0
692.887;5.111.932;1;50;0;0
871.583;4.929.778;1;50;0;0
1.075.040;5.293.674;1;50;0;0
802.723;5.085.222;1;50;0;0
785.833;5.105.167;1;50;0;0
1.052.396;5.309.773;1;70;0;0
944.751;4.880.917;1;50;0;0
882.870;4.924.354;1;50;0;0
1.414.677;5.182.257;1;60;0;0
806.846;5.137.535;1;50;0;0
750.639;5.221.333;1;70;0;0
975.488;5.092.189;1;50;0;0
1.367.778;5.105.833;1;30;0;0
834.945;5.167.583;1;30;0;0
918.077;4.877.711;1;30;0;0
1.262.433;5.267.179;1;80;0;0
915.152;4.778.212;1;50;0;0
1.358.273;5.400.855;1;100;0;0
927.499;5.301.352;1;70;0;0
697.751;5.113.972;1;50;0;0
785.548;5.305.586;1;80;0;0
864.934;5.213.031;1;70;0;0
928.640;4.865.972;1;50;0;0
755.307;5.100.028;1;70;0;0
667.844;5.160.830;1;50;0;0
1.019.244;5.349.559;1;50;0;0
607.414;5.077.718;1;50;0;0
682.461;5.202.144;1;70;0;0
802.127;5.196.552;1;100;0;0
1.234.894;5.134.923;1;30;0;0
854.231;5.203.032;1;60;0;0
707.432;5.094.556;1;50;0;0
854.710;5.028.434;1;80;0;0
934.390;5.106.222;1;50;0;0
900.981;4.869.332;1;50;0;0
758.026;5.301.412;1;70;0;0
803.529;5.229.972;1;50;0;0
858.716;4.876.636;1;50;0;0
907.436;4.882.040;1;30;0;0
1.360.039;5.268.837;1;50;0;0
1.404.895;5.123.156;1;50;0;0
801.238;5.113.739;1;50;0;0
866.079;4.843.192;1;70;0;0
875.983;4.821.215;1;50;0;0
611.842;5.099.671;1;70;0;0
832.166;5.153.278;1;70;0;0
671.428;5.157.218;1;50;0;0
1.064.875;5.105.977;1;100;0;0
904.208;5.018.667;1;50;0;0
687.993;5.095.558;1;30;0;0
671.612;5.089.889;1;50;0;0
831.223;5.072.389;1;50;0;0
1.162.028;5.322.611;1;50;0;0
995.278;5.356.167;1;30;0;0
721.620;5.065.510;1;50;0;0
891.472;5.010.056;1;30;0;0
805.786;5.090.417;1;60;0;0
894.201;5.187.686;1;70;0;0
1.397.808;5.275.247;1;70;0;0
1.041.006;5.234.645;1;70;0;0
941.112;4.866.139;1;50;0;0
1.069.099;5.065.034;1;0;0;0
1.259.681;5.236.393;1;50;0;0
756.889;5.115.194;1;70;0;0
718.030;5.080.433;1;50;0;0
1.464.440;5.214.320;1;50;0;0
861.492;4.896.025;1;50;0;0
856.900;4.964.054;1;50;0;0
1.011.673;4.848.811;1;50;0;0
1.021.601;5.175.484;1;80;0;0
1.114.486;4.792.795;1;50;0;0
744.667;5.152.389;1;50;0;0
742.255;5.243.176;1;70;0;0
861.817;4.829.999;1;50;0;0
1.091.778;5.290.654;1;70;0;0
648.111;5.144.194;1;50;0;0
629.878;5.077.782;1;70;0;0
820.194;5.196.417;1;50;0;0
1.384.663;5.370.881;1;70;0;0
619.890;5.088.722;1;30;0;0
693.705;5.073.056;1;50;0;0
859.850;4.986.075;1;100;0;0
949.083;4.863.778;1;50;0;0
785.837;5.196.661;1;80;0;0
719.029;5.122.556;1;30;0;0
723.216;5.334.001;1;50;0;0
706.500;5.133.222;1;100;0;0
689.301;5.196.464;1;100;0;0
1.262.303;5.376.168;1;50;0;0
856.300;4.965.855;1;50;0;0
990.930;4.858.033;1;50;0;0
1.068.522;5.246.876;1;50;0;0
1.396.755;5.274.367;1;70;0;0
1.246.279;5.315.972;1;50;0;0
896.002;4.774.677;1;30;0;0
979.103;5.332.055;1;50;0;0
1.002.418;4.861.778;1;50;0;0
945.464;4.765.752;1;50;0;0
854.295;5.028.454;1;80;0;0
913.799;4.904.314;1;50;0;0
923.167;4.872.389;1;50;0;0
672.535;5.170.279;1;70;0;0
923.722;4.880.694;1;50;0;0
1.004.001;4.884.472;1;50;0;0
620.414;5.105.473;1;50;0;0
1.218.223;5.380.056;1;50;0;0
1.092.831;5.080.564;1;50;0;0
789.194;5.113.306;1;50;0;0
1.272.111;5.290.167;1;50;0;0
851.024;4.886.406;1;50;0;0
843.395;4.986.009;1;50;0;0
1.309.476;5.237.054;1;50;0;0
908.555;4.889.917;1;50;0;0
669.662;5.086.716;1;50;0;0
1.447.447;5.157.119;1;50;0;0
717.772;5.250.406;1;100;0;0
918.221;5.230.032;1;50;0;0
1.272.112;5.432.750;1;70;0;0
843.980;5.004.358;1;50;0;0
800.163;4.999.219;1;60;0;0
915.222;4.890.472;1;50;0;0
871.975;5.019.604;1;70;0;0
1.004.945;5.369.694;1;50;0;0
1.454.001;5.234.471;1;50;0;0
1.018.964;5.356.786;1;100;0;0
800.003;5.103.815;1;50;0;0
1.396.472;5.150.083;1;50;0;0
654.948;5.100.516;1;50;0;0
925.051;5.353.256;1;70;0;0
676.243;5.067.594;1;70;0;0
906.731;4.842.552;1;50;0;0
783.010;4.799.032;1;50;0;0
788.334;4.834.964;1;50;0;0
1.325.640;5.126.278;1;30;0;0
991.559;4.858.116;1;50;0;0
873.138;4.874.180;1;50;0;0
915.675;4.777.109;1;30;0;0
941.056;4.881.750;1;50;0;0
920.426;4.852.730;1;50;0;0
699.037;5.109.410;1;70;0;0
1.429.247;5.171.854;1;50;0;0
979.107;5.201.042;1;50;0;0
916.977;4.884.074;1;50;0;0
719.500;5.069.750;1;30;0;0
657.194;5.162.194;1;70;0;0
862.388;5.205.556;1;50;0;0
897.933;5.017.042;1;30;0;0
935.721;5.210.402;1;50;0;0
929.308;4.881.933;1;50;0;0
850.992;4.887.035;1;50;0;0
1.453.445;5.233.000;1;50;0;0
669.980;5.087.256;1;50;0;0
867.222;4.839.111;1;50;0;0
1.278.423;5.353.282;1;70;0;0
650.017;5.079.512;1;60;0;0
955.084;4.870.984;1;50;0;0
692.699;5.107.699;1;70;0;0
917.929;4.866.560;1;50;0;0
648.557;5.143.917;1;50;0;0
741.447;5.134.479;1;50;0;0
705.489;5.102.536;1;50;0;0
1.370.715;5.218.338;1;60;0;0
1.309.205;5.336.269;1;70;0;0
688.862;5.108.500;1;30;0;0
731.582;5.078.762;1;70;0;0
869.291;4.964.829;1;50;0;0
884.638;5.308.107;1;50;0;0
1.284.873;5.208.679;1;50;0;0
1.367.639;5.131.611;1;50;0;0
892.233;5.018.287;1;50;0;0
711.751;5.208.389;1;70;0;0
1.363.238;5.260.876;1;50;0;0
846.194;4.960.000;1;50;0;0
845.778;4.960.416;1;50;0;0
717.701;5.141.024;1;50;0;0
1.464.779;5.150.972;1;50;0;0
1.002.472;5.353.028;1;60;0;0
914.029;4.844.361;1;50;0;0
973.268;5.041.301;1;50;0;0
977.029;4.809.722;1;50;0;0
643.557;5.143.194;1;50;0;0
1.006.966;4.886.420;1;50;0;0
747.919;5.138.433;1;50;0;0
1.398.195;5.198.722;1;50;0;0
643.435;5.086.573;1;50;0;0
927.417;4.887.000;1;50;0;0
1.418.028;5.250.397;1;70;0;0
740.140;5.148.222;1;50;0;0
714.944;5.233.917;1;70;0;0
973.389;5.237.057;1;50;0;0
974.326;4.872.725;1;50;0;0
749.763;5.188.047;1;70;0;0
980.191;5.378.354;1;50;0;0
627.334;5.113.528;1;70;0;0
970.301;5.046.884;1;50;0;0
886.292;5.216.750;1;50;0;0
1.117.859;5.310.496;1;70;0;0
1.436.142;5.158.947;1;50;0;0
784.793;5.177.439;1;100;0;0
666.631;5.045.099;1;70;0;0
886.151;5.012.286;1;50;0;0
848.011;4.988.112;1;50;0;0
970.839;5.055.315;1;50;0;0
928.666;4.796.194;1;50;0;0
1.048.418;5.260.778;1;70;0;0
948.528;4.875.333;1;50;0;0
832.346;5.181.120;1;70;0;0
819.622;4.890.459;1;50;0;0
1.057.148;4.930.073;1;50;0;0
1.271.228;5.058.043;1;50;0;0
984.110;4.878.694;1;50;0;0
754.851;5.103.199;1;80;0;0
964.259;4.766.270;1;50;0;0
1.164.409;4.825.113;1;0;0;0
976.221;5.066.127;1;60;0;0
708.833;5.105.111;1;50;0;0
1.358.556;5.110.083;1;50;0;0
920.973;4.895.972;1;50;0;0
694.695;5.122.662;1;50;0;0
877.343;5.024.178;1;50;0;0
905.818;4.844.665;1;50;0;0
1.015.334;4.863.833;1;50;0;0
790.910;4.798.586;1;40;0;0
923.954;4.856.015;1;50;0;0
619.140;5.078.500;1;70;0;0
849.880;4.821.313;1;50;0;0
632.104;5.096.393;1;50;0;0
952.611;4.867.111;1;50;0;0
967.753;5.123.958;1;80;0;0
904.849;4.849.932;1;50;0;0
711.845;5.103.540;1;50;0;0
716.584;5.082.194;1;50;0;0
908.667;4.890.111;1;50;0;0
751.928;5.268.231;1;70;0;0
924.333;4.873.278;1;50;0;0
1.036.751;4.894.222;1;50;0;0
898.612;5.008.361;1;50;0;0
1.159.972;5.337.917;1;50;0;0
880.704;4.844.871;1;50;0;0
638.283;5.057.669;1;50;0;0
934.501;5.098.972;1;70;0;0
918.250;4.914.056;1;50;0;0
761.408;5.199.325;1;30;0;0
987.593;5.377.285;1;50;0;0
843.695;4.998.139;1;50;0;0
975.737;5.344.696;1;50;0;0
910.278;5.220.778;1;70;0;0
869.729;5.011.343;1;30;0;0
870.320;5.004.332;1;30;0;0
893.625;5.188.460;1;70;0;0
825.389;5.006.016;1;50;0;0
1.201.733;5.149.780;1;50;0;0
1.140.343;4.815.862;1;80;0;0
841.060;4.992.317;1;30;0;0
917.157;4.852.188;1;40;0;0
742.083;5.098.556;1;50;0;0
797.675;5.193.421;1;70;0;0
715.722;5.099.389;1;50;0;0
1.359.500;5.109.750;1;50;0;0
905.500;4.880.167;1;50;0;0
842.807;4.998.667;1;50;0;0
833.736;5.081.583;1;50;0;0
931.616;4.881.686;1;100;0;0
681.390;5.181.667;1;70;0;0
903.704;4.840.398;1;50;0;0
692.000;5.133.240;1;50;0;0
643.730;5.177.548;1;70;0;0
1.070.776;5.208.598;1;100;0;0
920.473;4.890.306;1;50;0;0
759.704;5.257.866;1;100;0;0
1.024.598;4.853.303;1;50;0;0
692.047;5.072.405;1;70;0;0
695.144;5.090.428;1;50;0;0
963.917;4.878.917;1;50;0;0
723.418;5.101.389;1;70;0;0
863.985;5.221.413;1;70;0;0
732.378;5.151.757;1;50;0;0
871.000;5.029.722;1;50;0;0
848.021;4.962.954;1;30;0;0
1.014.278;5.267.598;1;70;0;0
934.847;5.134.251;1;50;0;0
699.795;5.258.736;1;100;0;0
946.278;4.865.444;1;50;0;0
1.102.672;5.310.675;1;70;0;0
834.135;4.877.987;1;70;0;0
999.400;4.838.371;1;70;0;0
951.837;5.360.330;1;50;0;0
784.140;5.103.389;1;70;0;0
791.306;4.833.667;1;50;0;0
945.862;4.869.083;1;50;0;0
1.353.314;5.267.092;1;50;0;0
1.339.834;5.409.472;1;50;0;0
784.640;5.110.778;1;50;0;0
718.430;5.118.281;1;30;0;0
1.028.889;5.285.167;1;50;0;0
1.033.345;5.165.966;1;50;0;0
982.521;4.851.484;1;0;0;0
1.003.946;4.826.810;1;50;0;0
979.241;5.346.164;1;50;0;0
904.778;4.849.917;1;50;0;0
603.132;5.177.517;1;70;0;0
718.988;5.069.855;1;30;0;0
931.917;4.884.528;1;50;0;0
865.677;5.211.689;1;50;0;0
934.583;5.099.083;1;70;0;0
989.019;4.778.425;1;50;0;0
785.694;5.183.583;1;70;0;0
795.279;5.176.556;1;70;0;0
910.889;4.874.000;1;60;0;0
1.007.201;5.357.034;1;50;0;0
991.084;5.045.167;1;50;0;0
1.414.028;5.143.250;1;50;0;0
743.611;5.092.139;1;50;0;0
979.431;5.045.454;1;60;0;0
1.391.945;5.170.361;1;50;0;0
1.251.516;5.377.571;1;80;0;0
706.509;5.216.607;1;70;0;0
883.083;5.171.944;1;70;0;0
1.211.367;5.001.720;1;70;0;0
1.434.433;5.175.599;1;50;0;0
866.459;4.890.086;1;50;0;0
865.929;4.969.543;1;50;0;0
1.016.167;5.351.611;1;70;0;0
887.778;4.824.740;1;50;0;0
862.743;5.216.840;1;50;0;0
833.007;5.232.807;1;70;0;0
889.751;5.012.333;1;50;0;0
987.306;4.884.778;1;50;0;0
878.694;5.204.833;1;70;0;0
1.250.029;5.073.792;1;50;0;0
803.011;5.078.189;1;50;0;0
830.556;4.829.258;1;50;0;0
754.852;5.111.553;1;70;0;0
887.262;5.022.875;1;50;0;0
701.229;5.147.880;1;50;0;0
1.355.668;5.129.583;1;50;0;0
947.101;5.354.722;1;70;0;0
877.431;5.008.376;1;50;0;0
709.723;5.135.139;1;50;0;0
735.761;5.082.312;1;50;0;0
941.407;4.869.351;1;50;0;0
865.028;5.234.861;1;50;0;0
1.162.140;4.820.573;1;0;0;0
659.861;5.171.139;1;70;0;0
935.655;5.067.315;1;50;0;0
881.917;4.997.972;1;50;0;0
1.278.298;5.280.711;1;50;0;0
1.356.695;5.234.111;1;60;0;0
960.086;4.771.152;1;50;0;0
772.019;4.943.763;1;50;0;0
726.445;5.082.094;1;50;0;0
983.627;5.059.249;1;60;0;0
935.889;4.868.278;1;50;0;0
1.220.550;5.323.255;1;50;0;0
784.193;4.798.869;1;50;0;0
1.046.860;5.263.682;1;70;0;0
648.738;5.081.644;1;50;0;0
683.960;5.122.735;1;50;0;0
870.583;5.205.111;1;70;0;0
999.279;4.841.194;1;60;0;0
711.000;5.064.972;1;60;0;0
703.343;5.073.681;1;50;0;0
962.239;4.776.497;1;50;0;0
887.590;4.859.262;1;50;0;0
781.257;5.154.032;1;70;0;0
1.325.049;5.230.640;1;50;0;0
997.762;5.274.588;1;100;0;0
846.482;4.964.406;1;50;0;0
738.279;5.169.833;1;60;0;0
695.016;5.117.427;1;50;0;0
705.807;5.074.250;1;50;0;0
876.740;4.958.653;1;50;0;0
873.557;5.017.250;1;30;0;0
856.684;4.965.446;1;30;0;0
878.611;5.021.484;1;50;0;0
989.111;4.844.389;1;50;0;0
845.291;4.965.016;1;50;0;0
1.025.529;5.387.056;1;50;0;0
877.639;5.001.861;1;50;0;0
708.001;5.158.056;1;50;0;0
834.666;5.081.485;1;50;0;0
867.471;4.858.832;1;50;0;0
1.276.871;5.262.077;1;80;0;0
1.012.389;4.850.417;1;50;0;0
731.561;5.244.277;1;80;0;0
850.473;5.028.806;1;50;0;0
1.296.618;5.370.280;1;50;0;0
797.436;5.285.109;1;70;0;0
625.718;5.097.898;1;70;0;0
952.392;5.109.468;1;70;0;0
766.820;5.136.879;1;50;0;0
641.453;5.123.678;1;70;0;0
1.362.889;5.116.222;1;50;0;0
1.007.184;5.357.090;1;50;0;0
727.583;5.306.361;1;70;0;0
1.432.858;5.152.436;1;50;0;0
1.425.973;5.174.028;1;50;0;0
930.917;4.883.528;1;50;0;0
659.640;5.119.444;1;70;0;0
860.757;5.021.979;1;50;0;0
829.918;4.964.084;1;50;0;0
1.224.973;5.181.917;1;70;0;0
724.028;5.106.454;1;50;0;0
883.592;4.862.130;1;50;0;0
1.016.982;5.230.666;1;70;0;0
621.883;5.056.666;1;30;0;0
660.094;5.093.574;1;50;0;0
1.010.639;4.886.389;1;60;0;0
705.423;5.158.643;1;50;0;0
1.298.334;5.296.333;1;50;0;0
710.861;5.073.806;1;30;0;0
850.420;5.028.804;1;50;0;0
720.541;5.109.670;1;50;0;0
927.125;5.311.850;1;70;0;0
846.167;4.949.028;1;30;0;0
796.643;5.117.648;1;50;0;0
893.728;5.188.332;1;70;0;0
677.807;5.095.694;1;50;0;0
607.564;5.080.588;1;70;0;0
718.112;5.074.139;1;30;0;0
757.605;5.092.487;1;50;0;0
961.101;4.864.739;1;50;0;0
853.361;5.203.222;1;60;0;0
628.010;5.162.661;1;70;0;0
717.361;5.126.056;1;0;0;0
871.440;4.839.118;1;50;0;0
885.261;5.016.963;1;50;0;0
928.890;4.871.500;1;30;0;0
911.601;4.875.853;1;50;0;0
793.273;4.832.642;1;50;0;0
861.268;5.197.136;1;100;0;0
921.750;4.912.417;1;50;0;0
1.035.256;5.120.918;1;70;0;0
1.027.917;4.862.806;1;50;0;0
806.139;5.115.056;1;50;0;0
1.173.212;4.814.268;1;0;0;0
896.160;4.773.915;1;50;0;0
720.251;5.099.500;1;50;0;0
1.259.628;5.239.467;1;60;0;0
814.984;5.210.421;1;70;0;0
1.398.307;5.349.056;1;70;0;0
973.133;5.041.011;1;50;0;0
712.667;5.200.889;1;50;0;0
857.411;5.030.624;1;50;0;0
953.463;5.246.147;1;50;0;0
994.174;5.213.762;1;50;0;0
850.348;5.055.098;1;80;0;0
871.171;5.005.235;1;50;0;0
956.861;4.869.639;1;50;0;0
931.390;4.883.889;1;50;0;0
1.072.716;5.294.771;1;50;0;0
1.432.465;5.152.446;1;50;0;0
917.890;4.875.722;1;50;0;0
877.505;5.001.708;1;30;0;0
685.152;5.190.474;1;70;0;0
729.183;5.192.996;1;50;0;0
896.207;4.855.694;1;50;0;0
613.707;5.077.831;1;70;0;0
1.252.472;5.283.250;1;50;0;0
715.111;5.157.750;1;50;0;0
1.273.051;5.262.951;1;80;0;0
660.168;5.170.389;1;70;0;0
798.684;5.135.962;1;50;0;0
968.656;5.056.322;1;50;0;0
868.051;5.011.151;1;50;0;0
980.418;4.810.528;1;50;0;0
870.106;5.275.001;1;50;0;0
861.831;5.229.452;1;50;0;0
925.746;4.876.002;1;80;0;0
761.662;5.199.323;1;30;0;0
768.682;5.272.423;1;60;0;0
864.375;4.968.772;1;50;0;0
690.057;5.102.167;1;30;0;0
747.949;5.138.433;1;30;0;0
629.779;5.077.861;1;70;0;0
802.468;5.182.510;1;50;0;0
1.268.374;5.136.138;1;70;0;0
960.132;4.785.251;1;50;0;0
854.362;4.806.639;1;50;0;0
876.026;4.969.164;1;50;0;0
1.371.491;5.097.538;1;50;0;0
856.445;5.206.278;1;70;0;0
935.249;4.882.379;1;50;0;0
946.457;4.878.879;1;50;0;0
864.973;5.168.306;1;70;0;0
697.763;5.095.324;1;80;0;0
1.050.851;5.256.143;1;100;0;0
1.339.493;5.357.274;1;50;0;0
908.294;4.845.143;1;50;0;0
1.345.169;5.230.432;1;70;0;0
830.493;4.829.255;1;50;0;0
1.251.223;5.425.944;1;70;0;0
900.275;4.774.308;1;40;0;0
787.195;5.096.361;1;50;0;0
1.495.667;5.138.167;1;50;0;0
679.242;5.098.060;1;70;0;0
758.779;5.035.958;1;50;0;0
993.807;4.879.750;1;50;0;0
